# Version 1.00
#
freq[Hz]	db:Trc1_S11	ang:Trc1_S11	
1.630000000000000E+010	-1.604975638690338E+000	-9.094847944368675E+001	
1.631000000000000E+010	-1.645182829973533E+000	-1.131213166702935E+002	
1.632000000000000E+010	-1.914580093869121E+000	-1.337457104578032E+002	
1.633000000000000E+010	-2.277973679099758E+000	-1.527506983517532E+002	
1.634000000000000E+010	-2.641199358268216E+000	-1.701828451913021E+002	
1.635000000000000E+010	-2.889066629925704E+000	1.736817930701694E+002	
1.636000000000000E+010	-2.967980494067536E+000	1.584400995835970E+002	
1.637000000000000E+010	-2.874124307305193E+000	1.434635728006370E+002	
1.638000000000000E+010	-2.677428780305424E+000	1.271272825675108E+002	
1.639000000000000E+010	-2.446343043039781E+000	1.098111854039017E+002	
1.640000000000000E+010	-2.237080029221646E+000	9.183592630865299E+001	
1.641000000000000E+010	-2.188949815997554E+000	7.299951756592100E+001	
1.642000000000000E+010	-2.284997847177047E+000	5.437295288440362E+001	
1.643000000000000E+010	-2.519030510948702E+000	3.609478461043684E+001	
1.644000000000000E+010	-2.745037604278788E+000	1.744232390360586E+001	
1.645000000000000E+010	-2.876160043002003E+000	-8.309382270070045E-001	
1.646000000000000E+010	-2.895145800781426E+000	-1.874697441140881E+001	
1.647000000000000E+010	-2.764821396719831E+000	-3.649371785918444E+001	
1.648000000000000E+010	-2.527887430536602E+000	-5.498698158889600E+001	
1.649000000000000E+010	-2.243642138874214E+000	-7.483321841518908E+001	
1.650000000000000E+010	-1.996028136911709E+000	-9.586519479691523E+001	
1.651000000000000E+010	-1.912426294138955E+000	-1.172660444769392E+002	
1.652000000000000E+010	-2.000424527789876E+000	-1.388284496461460E+002	
1.653000000000000E+010	-2.278775515542181E+000	-1.598169528374229E+002	
1.654000000000000E+010	-2.645399496780977E+000	-1.794822412270520E+002	
1.655000000000000E+010	-2.918426884418043E+000	1.623092046164107E+002	
1.656000000000000E+010	-3.098392770457160E+000	1.449798204541064E+002	
1.657000000000000E+010	-3.027198168912926E+000	1.284868870404207E+002	
1.658000000000000E+010	-2.822916411156589E+000	1.118944587563099E+002	
1.659000000000000E+010	-2.556641812131546E+000	9.483780383138219E+001	
1.660000000000000E+010	-2.338029847888203E+000	7.704169723889586E+001	
1.661000000000000E+010	-2.194400418319566E+000	5.901526434806162E+001	
1.662000000000000E+010	-2.256661853605890E+000	4.091501122938632E+001	
1.663000000000000E+010	-2.428608833645635E+000	2.268062423489452E+001	
1.664000000000000E+010	-2.610745946196983E+000	4.347180253910802E+000	
1.665000000000000E+010	-2.788114578428129E+000	-1.296317425213161E+001	
1.666000000000000E+010	-2.864256769850170E+000	-2.943866510468427E+001	
1.667000000000000E+010	-2.829957936037476E+000	-4.599632436928302E+001	
1.668000000000000E+010	-2.640830647612618E+000	-6.320514680906825E+001	
1.669000000000000E+010	-2.342191766432932E+000	-8.208086707136758E+001	
1.670000000000000E+010	-1.982190026679291E+000	-1.024789409415990E+002	
1.671000000000000E+010	-1.701182703627277E+000	-1.254684824031353E+002	
1.672000000000000E+010	-1.635457381235621E+000	-1.502154777643202E+002	
1.673000000000000E+010	-1.838895958222247E+000	-1.751303542745795E+002	
1.674000000000000E+010	-2.245280763191992E+000	1.613845170738624E+002	
1.675000000000000E+010	-2.670612026653236E+000	1.401147748259004E+002	
1.676000000000000E+010	-2.920597240453605E+000	1.230768841957669E+002	
1.677000000000000E+010	-3.035861991175128E+000	1.089144629807612E+002	
1.678000000000000E+010	-2.953273228749865E+000	9.549029051508285E+001	
1.679000000000000E+010	-2.774421663981451E+000	8.182328813134501E+001	
1.680000000000000E+010	-2.506282265724138E+000	6.741411009705023E+001	
1.681000000000000E+010	-2.343176608302259E+000	5.134814422754543E+001	
1.682000000000000E+010	-2.319921329370913E+000	3.345919609397773E+001	
1.683000000000000E+010	-2.416900690350754E+000	1.329847838450410E+001	
1.684000000000000E+010	-2.651689214050056E+000	-6.333719437471312E+000	
1.685000000000000E+010	-2.917224102730973E+000	-2.502672513989251E+001	
1.686000000000000E+010	-3.128969991568978E+000	-4.286676799709053E+001	
1.687000000000000E+010	-3.226606236384047E+000	-6.035796661295404E+001	
1.688000000000000E+010	-3.167583153558740E+000	-7.785108100519781E+001	
1.689000000000000E+010	-2.942284848266041E+000	-9.636467291329132E+001	
1.690000000000000E+010	-2.615653267761269E+000	-1.164035753154395E+002	
1.691000000000000E+010	-2.258224035160424E+000	-1.379571735119489E+002	
1.692000000000000E+010	-2.022470380080723E+000	-1.611200696594689E+002	
1.693000000000000E+010	-2.020861236433613E+000	1.750915950882246E+002	
1.694000000000000E+010	-2.218464461017475E+000	1.519689063946444E+002	
1.695000000000000E+010	-2.478908279930786E+000	1.316926252176287E+002	
1.696000000000000E+010	-2.707756289982641E+000	1.151300916847735E+002	
1.697000000000000E+010	-2.840732223075211E+000	9.989380790238000E+001	
1.698000000000000E+010	-2.848546849868888E+000	8.515960614863020E+001	
1.699000000000000E+010	-2.728268869603506E+000	7.038039035118567E+001	
1.700000000000000E+010	-2.532817541754137E+000	5.490582320414704E+001	
1.701000000000000E+010	-2.352746538854199E+000	3.867159104153527E+001	
1.702000000000000E+010	-2.248401798346632E+000	1.938226813187351E+001	
1.703000000000000E+010	-2.339351330259927E+000	-1.329458417364009E-003	
1.704000000000000E+010	-2.635480537321805E+000	-1.888819248735826E+001	
1.705000000000000E+010	-3.008713245440031E+000	-3.661562040895756E+001	
1.706000000000000E+010	-3.359895481591189E+000	-5.334381808718779E+001	
1.707000000000000E+010	-3.590262893450693E+000	-6.943093387253335E+001	
1.708000000000000E+010	-3.604508197916907E+000	-8.596056834200674E+001	
1.709000000000000E+010	-3.421168069441843E+000	-1.036094141521542E+002	
1.710000000000000E+010	-2.998063388912938E+000	-1.224629633651554E+002	
1.711000000000000E+010	-2.406379118907516E+000	-1.434494904461517E+002	
1.712000000000000E+010	-1.758011568838677E+000	-1.670286272343550E+002	
1.713000000000000E+010	-1.286206111194274E+000	1.670199876781273E+002	
1.714000000000000E+010	-1.150670339939260E+000	1.410743143983835E+002	
1.715000000000000E+010	-1.361339778995024E+000	1.195475245327967E+002	
1.716000000000000E+010	-1.773299340549760E+000	1.006363835704254E+002	
1.717000000000000E+010	-2.152818222889558E+000	8.424126234560794E+001	
1.718000000000000E+010	-2.424520276886116E+000	6.949010096515509E+001	
1.719000000000000E+010	-2.498607765977631E+000	5.574305890004201E+001	
1.720000000000000E+010	-2.408162216030208E+000	4.184498863893587E+001	
1.721000000000000E+010	-2.273278237832206E+000	2.776232863785748E+001	
1.722000000000000E+010	-2.134653657268413E+000	1.245545837467423E+001	
1.723000000000000E+010	-2.082919892831180E+000	-4.537677906651861E+000	
1.724000000000000E+010	-2.160029349789719E+000	-2.231701406397741E+001	
1.725000000000000E+010	-2.443391144328651E+000	-4.054181170819403E+001	
1.726000000000000E+010	-2.833545166764713E+000	-5.802150726293413E+001	
1.727000000000000E+010	-3.201475905452967E+000	-7.543008301808692E+001	
1.728000000000000E+010	-3.473351552860432E+000	-9.349113755115911E+001	
1.729000000000000E+010	-3.591042717423591E+000	-1.112996032900481E+002	
1.730000000000000E+010	-3.505736914589473E+000	-1.293466748628824E+002	
1.731000000000000E+010	-3.213422296571006E+000	-1.481601546977921E+002	
1.732000000000000E+010	-2.788191674420598E+000	-1.685136195981033E+002	
1.733000000000000E+010	-2.324672858607496E+000	1.693281821860734E+002	
1.734000000000000E+010	-1.951896683551074E+000	1.469876928804022E+002	
1.735000000000000E+010	-1.781018256402376E+000	1.244623700548918E+002	
1.736000000000000E+010	-1.851556343331499E+000	1.025838708742921E+002	
1.737000000000000E+010	-2.064856475176554E+000	8.203287683797511E+001	
1.738000000000000E+010	-2.260568396489173E+000	6.341865674606269E+001	
1.739000000000000E+010	-2.404881075064639E+000	4.573764383088483E+001	
1.740000000000000E+010	-2.413875269653225E+000	3.005825811931022E+001	
1.741000000000000E+010	-2.319141268031685E+000	1.455730296604525E+001	
1.742000000000000E+010	-2.157287839461141E+000	-1.405789314949418E+000	
1.743000000000000E+010	-2.078970302179448E+000	-1.858183433658680E+001	
1.744000000000000E+010	-2.104738522941568E+000	-3.611062713478909E+001	
1.745000000000000E+010	-2.304800859739851E+000	-5.387397279320538E+001	
1.746000000000000E+010	-2.640036803327936E+000	-7.152449245742264E+001	
1.747000000000000E+010	-2.999539802517128E+000	-8.975834639662520E+001	
1.748000000000000E+010	-3.309134413035773E+000	-1.074254976063504E+002	
1.749000000000000E+010	-3.459452744039508E+000	-1.246964366575309E+002	
1.750000000000000E+010	-3.422575383564991E+000	-1.423977004454463E+002	
1.751000000000000E+010	-3.179936855751250E+000	-1.610980563586096E+002	
1.752000000000000E+010	-2.782710673072718E+000	1.784028288427558E+002	
1.753000000000000E+010	-2.277854128229817E+000	1.567614790779674E+002	
1.754000000000000E+010	-1.874019781803889E+000	1.333782959477429E+002	
1.755000000000000E+010	-1.721233534856306E+000	1.091159144279366E+002	
1.756000000000000E+010	-1.822098535304733E+000	8.608203575102256E+001	
1.757000000000000E+010	-2.094537797359432E+000	6.452497130931117E+001	
1.758000000000000E+010	-2.357477988150234E+000	4.536205350901042E+001	
1.759000000000000E+010	-2.528881705172189E+000	2.916746733155620E+001	
1.760000000000000E+010	-2.537883814364927E+000	1.592106527757918E+001	
1.761000000000000E+010	-2.353275010356710E+000	2.627209229263745E+000	
1.762000000000000E+010	-1.963429851918264E+000	-1.112124540218280E+001	
1.763000000000000E+010	-1.528590627871580E+000	-2.637311731453789E+001	
1.764000000000000E+010	-1.223128770064787E+000	-4.361594166901617E+001	
1.765000000000000E+010	-1.220717744779926E+000	-6.202544523009345E+001	
1.766000000000000E+010	-1.681404890339789E+000	-8.296759110342340E+001	
1.767000000000000E+010	-2.369337992244241E+000	-1.022859283592915E+002	
1.768000000000000E+010	-3.099365203691018E+000	-1.197544431908212E+002	
1.769000000000000E+010	-3.739459516640233E+000	-1.360798429275766E+002	
1.770000000000000E+010	-4.186425962172156E+000	-1.516857114299455E+002	
1.771000000000000E+010	-4.395191670050280E+000	-1.674779474909304E+002	
1.772000000000000E+010	-4.345121523433133E+000	1.752645241547248E+002	
1.773000000000000E+010	-4.036268053273456E+000	1.563521968544050E+002	
1.774000000000000E+010	-3.516048194409686E+000	1.358416735291119E+002	
1.775000000000000E+010	-2.903645663949765E+000	1.136491389442812E+002	
1.776000000000000E+010	-2.383823342922796E+000	9.005285928595963E+001	
1.777000000000000E+010	-2.079185532327387E+000	6.626747613966815E+001	
1.778000000000000E+010	-2.046195845101437E+000	4.354195177168987E+001	
1.779000000000000E+010	-2.190032399102726E+000	2.441218925409851E+001	
1.780000000000000E+010	-2.377528389384787E+000	6.745165398276859E+000	
1.781000000000000E+010	-2.471354775476618E+000	-9.911913764412274E+000	
1.782000000000000E+010	-2.410773558398549E+000	-2.633647227117853E+001	
1.783000000000000E+010	-2.273938002161833E+000	-4.330908092293696E+001	
1.784000000000000E+010	-2.114156916706880E+000	-6.147054748262637E+001	
1.785000000000000E+010	-1.971757601852352E+000	-7.948781326707726E+001	
1.786000000000000E+010	-2.005311671959330E+000	-9.848147984437696E+001	
1.787000000000000E+010	-2.211875006960931E+000	-1.175574695707703E+002	
1.788000000000000E+010	-2.604048740040353E+000	-1.364074487305515E+002	
1.789000000000000E+010	-3.038441038231702E+000	-1.541421425874524E+002	
1.790000000000000E+010	-3.438716266140627E+000	-1.713022284460346E+002	
1.791000000000000E+010	-3.676239863999613E+000	1.714586697150488E+002	
1.792000000000000E+010	-3.754700506988250E+000	1.526148091529122E+002	
1.793000000000000E+010	-3.613958031502323E+000	1.336227646654684E+002	
1.794000000000000E+010	-3.326559265549919E+000	1.134757668890125E+002	
1.795000000000000E+010	-2.970653774588265E+000	9.259170625499365E+001	
1.796000000000000E+010	-2.683275869554730E+000	7.068686278844993E+001	
1.797000000000000E+010	-2.516171901988268E+000	4.886442744682018E+001	
1.798000000000000E+010	-2.481626960174618E+000	2.918294532258638E+001	
1.799000000000000E+010	-2.535168035475021E+000	1.053881306400104E+001	
1.800000000000000E+010	-2.562342682433250E+000	-6.676930534175971E+000	
1.801000000000000E+010	-2.524542828745181E+000	-2.298059826204213E+001	
1.802000000000000E+010	-2.300596415965621E+000	-3.841403676849035E+001	
1.803000000000000E+010	-1.975930651945415E+000	-5.449087888907092E+001	
1.804000000000000E+010	-1.614708201542259E+000	-7.098300611439392E+001	
1.805000000000000E+010	-1.330222668166599E+000	-8.833841919104887E+001	
1.806000000000000E+010	-1.273839229149312E+000	-1.070496274222060E+002	
1.807000000000000E+010	-1.572143032861342E+000	-1.263252648803418E+002	
1.808000000000000E+010	-2.178916714976949E+000	-1.448993717915273E+002	
1.809000000000000E+010	-2.901538182402075E+000	-1.618512394224877E+002	
1.810000000000000E+010	-3.615849583227542E+000	-1.783688368883989E+002	
1.811000000000000E+010	-4.190424551821527E+000	1.635124777671959E+002	
1.812000000000000E+010	-4.511909449599426E+000	1.456466839952800E+002	
1.813000000000000E+010	-4.533328116741376E+000	1.277143924405302E+002	
1.814000000000000E+010	-4.288650302366648E+000	1.091296408522403E+002	
1.815000000000000E+010	-3.852081915972070E+000	8.941522809227152E+001	
1.816000000000000E+010	-3.303529890304209E+000	6.897031521196165E+001	
1.817000000000000E+010	-2.825418744126479E+000	4.745903911315889E+001	
1.818000000000000E+010	-2.540012251864546E+000	2.554914147533151E+001	
1.819000000000000E+010	-2.457030276998888E+000	4.320817743042396E+000	
1.820000000000000E+010	-2.555079312011980E+000	-1.589645848764366E+001	
1.821000000000000E+010	-2.654508454869252E+000	-3.445577685604788E+001	
1.822000000000000E+010	-2.678121322979648E+000	-5.195791777323262E+001	
1.823000000000000E+010	-2.592942020470442E+000	-6.812906453603426E+001	
1.824000000000000E+010	-2.376295060896147E+000	-8.282995886863364E+001	
1.825000000000000E+010	-2.120073598790075E+000	-9.881542611428179E+001	
1.826000000000000E+010	-1.883972773473189E+000	-1.163409668388989E+002	
1.827000000000000E+010	-1.838850391544856E+000	-1.356084393671235E+002	
1.828000000000000E+010	-2.072122764901591E+000	-1.559406223868108E+002	
1.829000000000000E+010	-2.572465214217953E+000	-1.762683968621581E+002	
1.830000000000000E+010	-3.185650298933680E+000	1.628066867991874E+002	
1.831000000000000E+010	-3.735013343679152E+000	1.431014030928286E+002	
1.832000000000000E+010	-4.103933337958956E+000	1.243364727576318E+002	
1.833000000000000E+010	-4.215060527387554E+000	1.063242867490279E+002	
1.834000000000000E+010	-4.080345219990028E+000	8.856105628119805E+001	
1.835000000000000E+010	-3.712668258113583E+000	7.095413961571948E+001	
1.836000000000000E+010	-3.260050940524981E+000	5.209833835858434E+001	
1.837000000000000E+010	-2.807195107839062E+000	3.244416747707109E+001	
1.838000000000000E+010	-2.483846740489079E+000	1.255509212815208E+001	
1.839000000000000E+010	-2.347241016950056E+000	-7.087806185330147E+000	
1.840000000000000E+010	-2.405206720986292E+000	-2.609617149734154E+001	
1.841000000000000E+010	-2.562689917604217E+000	-4.435211707356530E+001	
1.842000000000000E+010	-2.750406762871818E+000	-6.181344842319175E+001	
1.843000000000000E+010	-2.885443118287706E+000	-7.741629694457113E+001	
1.844000000000000E+010	-2.901503943539518E+000	-9.328197599138582E+001	
1.845000000000000E+010	-2.798443001522923E+000	-1.101236883523535E+002	
1.846000000000000E+010	-2.617103801389094E+000	-1.286778902132308E+002	
1.847000000000000E+010	-2.417324532136341E+000	-1.489316394914179E+002	
1.848000000000000E+010	-2.324268267068306E+000	-1.708153864818689E+002	
1.849000000000000E+010	-2.420974792769040E+000	1.673067848074140E+002	
1.850000000000000E+010	-2.714694277259952E+000	1.458371069878226E+002	
1.851000000000000E+010	-3.074357656208832E+000	1.258244402149059E+002	
1.852000000000000E+010	-3.407288262686931E+000	1.071851502174295E+002	
1.853000000000000E+010	-3.578208116030137E+000	9.001822775911163E+001	
1.854000000000000E+010	-3.602776987075363E+000	7.356947460381797E+001	
1.855000000000000E+010	-3.444335097709980E+000	5.678044454171440E+001	
1.856000000000000E+010	-3.210972924043774E+000	3.858693380762524E+001	
1.857000000000000E+010	-2.920635719015288E+000	1.996267307459058E+001	
1.858000000000000E+010	-2.702825376143949E+000	6.074954225519744E-001	
1.859000000000000E+010	-2.572811849604133E+000	-1.912986478628635E+001	
1.860000000000000E+010	-2.572609045347792E+000	-3.894641648396976E+001	
1.861000000000000E+010	-2.673014441640520E+000	-5.831405918613375E+001	
1.862000000000000E+010	-2.739268753196495E+000	-7.566104886111820E+001	
1.863000000000000E+010	-2.793878093164520E+000	-9.269598559765390E+001	
1.864000000000000E+010	-2.731526160738895E+000	-1.094516260351480E+002	
1.865000000000000E+010	-2.590863775730794E+000	-1.266423680860314E+002	
1.866000000000000E+010	-2.403657763978512E+000	-1.447141648875584E+002	
1.867000000000000E+010	-2.186475974709123E+000	-1.637282159165430E+002	
1.868000000000000E+010	-2.123595346347453E+000	1.767445347572273E+002	
1.869000000000000E+010	-2.198777205796017E+000	1.572035091228534E+002	
1.870000000000000E+010	-2.459325431113768E+000	1.377288002860437E+002	
1.871000000000000E+010	-2.832874959930980E+000	1.188890284990736E+002	
1.872000000000000E+010	-3.167481898110076E+000	1.011068882607904E+002	
1.873000000000000E+010	-3.436182283178991E+000	8.395909886290106E+001	
1.874000000000000E+010	-3.529303366725868E+000	6.699753091914813E+001	
1.875000000000000E+010	-3.487663992722272E+000	4.855513612734113E+001	
1.876000000000000E+010	-3.335619778842625E+000	2.975433898257378E+001	
1.877000000000000E+010	-3.141843503777015E+000	1.009777061152394E+001	
1.878000000000000E+010	-2.923036766961340E+000	-1.008912823027979E+001	
1.879000000000000E+010	-2.808371940926431E+000	-3.071661776379354E+001	
1.880000000000000E+010	-2.793945389261470E+000	-5.122087455788405E+001	
1.881000000000000E+010	-2.892408014950300E+000	-7.082019667666543E+001	
1.882000000000000E+010	-2.970110474740624E+000	-8.927976852354357E+001	
1.883000000000000E+010	-3.026304935588093E+000	-1.069274923848441E+002	
1.884000000000000E+010	-2.919696860346180E+000	-1.239390537346331E+002	
1.885000000000000E+010	-2.688956932241208E+000	-1.411501307744519E+002	
1.886000000000000E+010	-2.356771791512401E+000	-1.592610445341134E+002	
1.887000000000000E+010	-1.960242242559303E+000	-1.774052795733973E+002	
1.888000000000000E+010	-1.697033550054191E+000	1.641885212611927E+002	
1.889000000000000E+010	-1.606248535587579E+000	1.444034401205149E+002	
1.890000000000000E+010	-1.823410749157017E+000	1.240345440918539E+002	
1.891000000000000E+010	-2.269531199178487E+000	1.044011208158658E+002	
1.892000000000000E+010	-2.811853994601984E+000	8.611433294743715E+001	
1.893000000000000E+010	-3.240396468827222E+000	6.941489305520621E+001	
1.894000000000000E+010	-3.590837997784862E+000	5.143572889889944E+001	
1.895000000000000E+010	-3.705236679906118E+000	3.418739184619457E+001	
1.896000000000000E+010	-3.648478235769872E+000	1.698314736940274E+001	
1.897000000000000E+010	-3.466312229460975E+000	-7.170722896971356E-001	
1.898000000000000E+010	-3.175548453290660E+000	-1.908138621149733E+001	
1.899000000000000E+010	-2.960055253903351E+000	-3.849858174755497E+001	
1.900000000000000E+010	-2.810742924291446E+000	-5.910515644583457E+001	
1.901000000000000E+010	-2.833905168691624E+000	-8.044822670586673E+001	
1.902000000000000E+010	-2.990068584202720E+000	-1.012440810571281E+002	
1.903000000000000E+010	-3.212033221532974E+000	-1.211163676627227E+002	
1.904000000000000E+010	-3.336338382888750E+000	-1.399583971423328E+002	
1.905000000000000E+010	-3.382687867165425E+000	-1.583630608664815E+002	
1.906000000000000E+010	-3.236801393834273E+000	-1.759693980327915E+002	
1.907000000000000E+010	-3.002448977654420E+000	1.678114887205372E+002	
1.908000000000000E+010	-2.662051108328675E+000	1.504644318286598E+002	
1.909000000000000E+010	-2.313334227082481E+000	1.313696893296953E+002	
1.910000000000000E+010	-2.024603126254343E+000	1.110256125090261E+002	
1.911000000000000E+010	-1.988321650326608E+000	8.947965182201133E+001	
1.912000000000000E+010	-2.148092960118953E+000	6.816271933512263E+001	
1.913000000000000E+010	-2.532624479001143E+000	4.813888652771213E+001	
1.914000000000000E+010	-2.935171870600959E+000	2.975015769612002E+001	
1.915000000000000E+010	-3.221735386359849E+000	1.265164999726480E+001	
1.916000000000000E+010	-3.429820351558291E+000	-3.835312418793088E+000	
1.917000000000000E+010	-3.439418484211930E+000	-1.971514324208934E+001	
1.918000000000000E+010	-3.377082369614608E+000	-3.584446084464204E+001	
1.919000000000000E+010	-3.196316045846337E+000	-5.291693564916778E+001	
1.920000000000000E+010	-3.065508192140669E+000	-7.179662427269595E+001	
1.921000000000000E+010	-2.957168717940943E+000	-9.078274377530028E+001	
1.922000000000000E+010	-2.987121157826902E+000	-1.096388290525808E+002	
1.923000000000000E+010	-3.098059656602851E+000	-1.283767326572453E+002	
1.924000000000000E+010	-3.176032504491226E+000	-1.464915257433359E+002	
1.925000000000000E+010	-3.247808852847632E+000	-1.645779800813596E+002	
1.926000000000000E+010	-3.201104423075728E+000	1.783515672050243E+002	
1.927000000000000E+010	-3.108567699559930E+000	1.608397562793149E+002	
1.928000000000000E+010	-2.996963872412347E+000	1.425469195737827E+002	
1.929000000000000E+010	-2.849440342552816E+000	1.238712982405357E+002	
1.930000000000000E+010	-2.821002880276592E+000	1.043914934399393E+002	
1.931000000000000E+010	-2.852022038643675E+000	8.502848269437065E+001	
1.932000000000000E+010	-2.996819065058209E+000	6.561960617602856E+001	
1.933000000000000E+010	-3.215728660083085E+000	4.652389064018358E+001	
1.934000000000000E+010	-3.373129839816311E+000	2.843554593206933E+001	
1.935000000000000E+010	-3.516582383743342E+000	1.072310574044085E+001	
1.936000000000000E+010	-3.518027267311713E+000	-6.507878458608902E+000	
1.937000000000000E+010	-3.451569347285153E+000	-2.396364544380255E+001	
1.938000000000000E+010	-3.348351873672777E+000	-4.203543580986870E+001	
1.939000000000000E+010	-3.236473940367500E+000	-6.206280853560828E+001	
1.940000000000000E+010	-3.173196942792230E+000	-8.282929122994371E+001	
1.941000000000000E+010	-3.158079954591508E+000	-1.039097285588193E+002	
1.942000000000000E+010	-3.338186154372486E+000	-1.251281522587968E+002	
1.943000000000000E+010	-3.611559580555663E+000	-1.452646118646728E+002	
1.944000000000000E+010	-3.906784913023161E+000	-1.643744680168453E+002	
1.945000000000000E+010	-4.107937412178982E+000	1.781649682760258E+002	
1.946000000000000E+010	-4.146614369714927E+000	1.615955288929439E+002	
1.947000000000000E+010	-4.007184673366719E+000	1.447429603072713E+002	
1.948000000000000E+010	-3.683298080293906E+000	1.272264573707657E+002	
1.949000000000000E+010	-3.223826749222786E+000	1.082618778686250E+002	
1.950000000000000E+010	-2.667202458449985E+000	8.789997070302128E+001	
1.951000000000000E+010	-2.245659142880800E+000	6.656005271238924E+001	
1.952000000000000E+010	-2.064690547408724E+000	4.616760235952613E+001	
1.953000000000000E+010	-2.185264265240082E+000	2.543788768798617E+001	
1.954000000000000E+010	-2.528886981283785E+000	5.673765590889553E+000	
1.955000000000000E+010	-2.971392697383034E+000	-1.275346515313686E+001	
1.956000000000000E+010	-3.338846981103064E+000	-2.938719583480660E+001	
1.957000000000000E+010	-3.605287175483034E+000	-4.543343142847810E+001	
1.958000000000000E+010	-3.667678770398532E+000	-6.210094410896772E+001	
1.959000000000000E+010	-3.610631469362443E+000	-7.905488612908854E+001	
1.960000000000000E+010	-3.477493636074919E+000	-9.677568951040119E+001	
1.961000000000000E+010	-3.324196466311294E+000	-1.146873923739137E+002	
1.962000000000000E+010	-3.306649243264856E+000	-1.332855059374104E+002	
1.963000000000000E+010	-3.360936509540642E+000	-1.514191396987378E+002	
1.964000000000000E+010	-3.530645575540586E+000	-1.700857508203619E+002	
1.965000000000000E+010	-3.731748836388951E+000	1.712728429525856E+002	
1.966000000000000E+010	-3.901371445194608E+000	1.530577115958227E+002	
1.967000000000000E+010	-4.002382216410539E+000	1.347391879730664E+002	
1.968000000000000E+010	-3.980693251774169E+000	1.164720805779989E+002	
1.969000000000000E+010	-3.864493570950948E+000	9.784986476823828E+001	
1.970000000000000E+010	-3.668032112924672E+000	7.859707613130503E+001	
1.971000000000000E+010	-3.433744504250877E+000	5.971395861800912E+001	
1.972000000000000E+010	-3.258358040424623E+000	4.022157156545861E+001	
1.973000000000000E+010	-3.212521839537864E+000	2.044307810155039E+001	
1.974000000000000E+010	-3.253233435741743E+000	1.354000373549989E+000	
1.975000000000000E+010	-3.359875386523891E+000	-1.717879490064514E+001	
1.976000000000000E+010	-3.464674711120507E+000	-3.487113134905595E+001	
1.977000000000000E+010	-3.560359022304415E+000	-5.270869291153050E+001	
1.978000000000000E+010	-3.589548894973291E+000	-7.035538607181312E+001	
1.979000000000000E+010	-3.587277747046962E+000	-8.846083050793580E+001	
1.980000000000000E+010	-3.574700269931011E+000	-1.073303777991139E+002	
1.981000000000000E+010	-3.548023096187837E+000	-1.266500844005111E+002	
1.982000000000000E+010	-3.602975457119094E+000	-1.470088210758446E+002	
1.983000000000000E+010	-3.751714589472373E+000	-1.673029084622561E+002	
1.984000000000000E+010	-3.963391939108383E+000	1.722447406154414E+002	
1.985000000000000E+010	-4.187993514038766E+000	1.524469145630395E+002	
1.986000000000000E+010	-4.315563810486530E+000	1.340809290639832E+002	
1.987000000000000E+010	-4.337985260775443E+000	1.160889648186469E+002	
1.988000000000000E+010	-4.207406526051575E+000	9.895480586862227E+001	
1.989000000000000E+010	-3.939641979677411E+000	8.162403101274451E+001	
1.990000000000000E+010	-3.611753557645434E+000	6.490778490983021E+001	
1.991000000000000E+010	-3.220015927478097E+000	4.780591187426387E+001	
1.992000000000000E+010	-2.865050401848414E+000	2.920708808348568E+001	
1.993000000000000E+010	-2.617671119751754E+000	9.955963406653094E+000	
1.994000000000000E+010	-2.553879530238799E+000	-1.002492615891846E+001	
1.995000000000000E+010	-2.683173067075124E+000	-3.002840470215747E+001	
1.996000000000000E+010	-2.949497475890133E+000	-4.910387803611420E+001	
1.997000000000000E+010	-3.240669451784693E+000	-6.686946047654351E+001	
1.998000000000000E+010	-3.486878231158177E+000	-8.400078657097900E+001	
1.999000000000000E+010	-3.657690728713235E+000	-1.011389444224505E+002	
2.000000000000000E+010	-3.723463483900180E+000	-1.183906750224293E+002	
2.001000000000000E+010	-3.712520381564465E+000	-1.364978352123261E+002	
2.002000000000000E+010	-3.707380632680890E+000	-1.558893583396391E+002	
2.003000000000000E+010	-3.714734616864841E+000	-1.763612765459918E+002	
2.004000000000000E+010	-3.761924416944384E+000	1.633738577451719E+002	
2.005000000000000E+010	-3.849495770189154E+000	1.435205690943070E+002	
2.006000000000000E+010	-3.934213821051193E+000	1.243251107963467E+002	
2.007000000000000E+010	-3.954468248703000E+000	1.062109094186014E+002	
2.008000000000000E+010	-3.905711527102357E+000	8.848266206694312E+001	
2.009000000000000E+010	-3.756458756860523E+000	7.170548053487896E+001	
2.010000000000000E+010	-3.548586288597867E+000	5.478902546678536E+001	
2.011000000000000E+010	-3.296509866649660E+000	3.745025548924491E+001	
2.012000000000000E+010	-3.067711460690342E+000	1.928062572884375E+001	
2.013000000000000E+010	-2.917813452932168E+000	5.766179144074028E-001	
2.014000000000000E+010	-2.914091736463602E+000	-1.885064698595958E+001	
2.015000000000000E+010	-3.050888406816578E+000	-3.783202574303336E+001	
2.016000000000000E+010	-3.297023681009879E+000	-5.611000135640190E+001	
2.017000000000000E+010	-3.569750496657974E+000	-7.408416521206668E+001	
2.018000000000000E+010	-3.816079987162582E+000	-9.188460390263774E+001	
2.019000000000000E+010	-3.957003909852726E+000	-1.095289971732128E+002	
2.020000000000000E+010	-4.012853511261402E+000	-1.276557664507603E+002	
2.021000000000000E+010	-3.932030700139105E+000	-1.457086346467231E+002	
2.022000000000000E+010	-3.793741137473907E+000	-1.662579127378671E+002	
